strategy,condition,sigma,k,t,misclick,index,name,chapter,bankCount,cells,gradients,run_separation,min_step,unpinned_runs,analytic_margin,effective_margin,provably_ambiguous,success_rate,mean_wrong_cells,mean_guesses
reason,tired eye,3,0,1.5,0,87,Trainyard,Landmarks,26,36,6,7.06,4.88,0,4.88,4.88,no,0.0333,6.917,4.550
reason,tired eye,3,0,1.5,0,88,Cityscape,Landmarks,26,38,6,7.28,4.97,0,5.06,5.06,no,0.0167,6.317,4.417
reason,tired eye,3,0,1.5,0,89,Cascade,Mastery,16,17,7,6.45,4.55,6,4.55,4.55,no,0.0000,11.117,4.250
reason,tired eye,3,0,1.5,0,90,Circuit,Mastery,22,23,6,8.12,5.72,4,5.72,5.72,no,0.0000,17.650,5.317
reason,tired eye,3,0,1.5,0,91,Loom,Mastery,27,33,6,7.57,5.27,0,5.27,5.27,no,0.0000,10.467,8.083
reason,tired eye,3,0,1.5,0,92,Lattice,Mastery,27,43,7,7.27,4.49,0,4.49,4.49,no,0.0000,11.750,7.817
reason,tired eye,3,0,1.5,0,93,Reactor,Mastery,28,40,8,4.12,4.36,0,4.36,4.36,no,0.0500,6.167,3.883
reason,tired eye,3,0,1.5,0,94,Palace,Mastery,27,28,7,4.80,4.80,6,4.80,4.80,no,0.0000,22.433,6.750
reason,tired eye,3,0,1.5,0,95,Carousel,Mastery,28,37,6,4.31,4.37,0,4.31,4.31,no,0.0000,9.767,4.833
reason,tired eye,3,0,1.5,0,96,Organ,Mastery,28,35,7,4.87,4.69,0,4.69,4.69,no,0.0000,15.917,5.900
reason,tired eye,3,0,1.5,0,97,Citadel,Mastery,29,31,8,4.74,4.68,6,4.68,4.68,no,0.0000,27.933,8.817
reason,tired eye,3,0,1.5,0,98,Colossus,Mastery,29,42,10,4.35,4.40,2,4.40,4.40,no,0.0000,14.167,5.700
reason,tired eye,3,0,1.5,0,99,Vault,Mastery,30,37,6,6.10,4.22,0,4.22,4.22,no,0.0167,10.017,6.250
reason,tired eye,3,0,1.5,0,100,Mandala,Mastery,30,37,6,5.73,3.99,0,3.99,3.99,no,0.0000,16.700,10.467
reason,compressed 50%,1,0.5,1.5,0,1,Bar,First Steps,1,3,1,99.00,16.26,0,99.00,49.50,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,2,Post,First Steps,1,3,1,99.00,13.70,0,99.00,49.50,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,3,Beam,First Steps,1,4,1,99.00,15.95,0,99.00,49.50,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,4,Tower,First Steps,2,5,1,99.00,12.54,0,25.09,12.54,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,5,Rail,First Steps,2,6,1,99.00,9.75,0,19.51,9.76,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,6,Spine,First Steps,2,7,1,99.00,8.58,0,8.58,4.29,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,7,Domino,Two Strokes,2,6,2,15.79,13.62,0,21.87,10.93,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,8,Rails,Two Strokes,2,8,2,19.14,13.99,0,22.67,11.33,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,9,Corner,Two Strokes,3,7,2,11.41,9.42,0,9.42,4.71,no,0.9667,0.067,0.117
reason,compressed 50%,1,0.5,1.5,0,10,Tee,Two Strokes,3,8,2,14.91,9.31,0,9.31,4.66,no,1.0000,0.000,0.050
reason,compressed 50%,1,0.5,1.5,0,11,Cross,Two Strokes,3,9,2,14.02,8.74,0,8.74,4.37,no,0.9667,0.067,0.050
reason,compressed 50%,1,0.5,1.5,0,12,Ell,Two Strokes,3,9,2,10.30,9.97,0,16.71,8.36,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,13,Track,Two Strokes,4,10,2,17.79,11.50,0,12.03,6.02,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,14,Hurdle,Two Strokes,4,7,2,16.68,11.39,0,11.39,5.69,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,15,Signpost,Two Strokes,4,9,2,12.86,8.52,0,8.52,4.26,no,0.9833,0.050,0.033
reason,compressed 50%,1,0.5,1.5,0,16,Anvil,Two Strokes,4,9,2,13.24,8.38,0,8.38,4.19,no,0.9667,0.067,0.050
reason,compressed 50%,1,0.5,1.5,0,17,Sword,Two Strokes,5,12,2,9.79,6.91,0,6.91,3.46,no,0.8167,0.417,0.433
reason,compressed 50%,1,0.5,1.5,0,18,Hook,Two Strokes,5,9,2,13.81,11.38,0,11.38,5.69,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,19,Goalpost,Crossings,5,11,3,11.91,7.87,0,7.88,3.94,no,0.9500,0.100,0.050
reason,compressed 50%,1,0.5,1.5,0,20,Table,Crossings,5,11,3,11.20,7.71,0,8.12,4.06,no,0.9833,0.033,0.050
reason,compressed 50%,1,0.5,1.5,0,21,Chair,Crossings,6,9,3,14.02,9.54,0,9.54,4.77,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,22,Bed,Crossings,6,12,3,11.56,7.91,0,7.91,3.96,no,0.9333,0.183,0.183
reason,compressed 50%,1,0.5,1.5,0,23,Frame,Crossings,6,14,4,12.58,8.31,0,15.06,7.53,no,1.0000,0.000,0.000
reason,compressed 50%,1,0.5,1.5,0,24,Hammer,Crossings,6,13,3,7.91,7.91,0,7.91,3.95,no,0.8667,0.333,0.400
reason,compressed 50%,1,0.5,1.5,0,25,Key,Crossings,7,10,3,12.31,8.63,0,8.63,4.31,no,0.9167,0.200,0.183
reason,compressed 50%,1,0.5,1.5,0,26,Lamp,Crossings,7,13,3,12.24,7.43,0,7.43,3.72,no,0.9000,0.217,0.183
reason,compressed 50%,1,0.5,1.5,0,27,Fork,Crossings,7,14,4,12.23,8.37,0,8.37,4.18,no,0.9833,0.050,0.050
reason,compressed 50%,1,0.5,1.5,0,28,Swing,Crossings,8,12,4,11.12,8.50,0,8.50,4.25,no,0.9000,0.233,0.250
reason,compressed 50%,1,0.5,1.5,0,29,Window,Crossings,8,16,5,7.69,7.72,0,7.69,3.84,no,0.8667,0.267,0.317
reason,compressed 50%,1,0.5,1.5,0,30,Ladder,Crossings,8,12,4,8.17,7.72,0,7.78,3.89,no,0.9167,0.183,0.200
reason,compressed 50%,1,0.5,1.5,0,31,Flag,Crossings,8,14,3,14.77,9.10,0,9.10,4.55,no,0.9833,0.033,0.033
reason,compressed 50%,1,0.5,1.5,0,32,Rake,Crossings,9,17,5,10.50,6.43,0,6.43,3.21,no,0.6333,0.767,0.583
reason,compressed 50%,1,0.5,1.5,0,33,House,Everyday Things,9,24,5,5.98,4.58,0,4.58,2.29,no,0.7000,0.683,0.817
reason,compressed 50%,1,0.5,1.5,0,34,Boat,Everyday Things,9,17,5,9.17,6.40,0,6.40,3.20,no,0.8833,0.233,0.367
reason,compressed 50%,1,0.5,1.5,0,35,Tree,Everyday Things,9,19,4,7.87,7.56,0,7.56,3.78,no,1.0000,0.000,0.083
reason,compressed 50%,1,0.5,1.5,0,36,Rocket,Everyday Things,10,14,4,9.27,7.15,2,7.15,3.58,yes,0.1500,3.733,2.783
reason,compressed 50%,1,0.5,1.5,0,37,Bridge,Everyday Things,10,17,3,8.98,6.29,0,6.29,3.15,no,0.5833,1.283,1.500
reason,compressed 50%,1,0.5,1.5,0,38,Train,Everyday Things,10,21,5,9.14,7.67,0,7.67,3.84,no,0.9167,0.200,0.133
reason,compressed 50%,1,0.5,1.5,0,39,Truck,Everyday Things,10,16,4,14.85,8.05,0,8.05,4.02,no,0.9167,0.167,0.167
reason,compressed 50%,1,0.5,1.5,0,40,Clock,Everyday Things,11,19,5,11.26,5.96,0,6.42,3.21,no,0.7833,0.467,0.617
reason,compressed 50%,1,0.5,1.5,0,41,Bell,Everyday Things,9,13,4,7.14,7.49,1,7.49,3.74,no,0.4833,1.467,0.800
reason,compressed 50%,1,0.5,1.5,0,42,Cup,Everyday Things,12,16,4,13.35,7.26,1,7.26,3.63,no,0.3500,1.900,1.350
reason,compressed 50%,1,0.5,1.5,0,43,Bottle,Everyday Things,12,22,6,6.92,6.66,0,6.92,3.46,no,0.5000,1.500,1.417
reason,compressed 50%,1,0.5,1.5,0,44,Envelope,Everyday Things,12,21,5,7.56,7.47,0,7.47,3.73,no,0.7833,0.550,0.533
reason,compressed 50%,1,0.5,1.5,0,45,Book,Everyday Things,12,24,5,6.89,6.22,0,6.22,3.11,no,0.6167,0.917,1.083
reason,compressed 50%,1,0.5,1.5,0,46,Pencil,Everyday Things,13,19,3,15.36,8.10,0,8.10,4.05,no,0.8667,0.267,0.233
reason,compressed 50%,1,0.5,1.5,0,47,Anchor,Everyday Things,13,17,5,4.46,4.91,3,4.46,2.23,yes,0.0500,5.867,5.350
reason,compressed 50%,1,0.5,1.5,0,48,Wrench,Everyday Things,13,16,5,6.84,7.08,0,6.94,3.47,no,0.3667,2.817,2.083
reason,compressed 50%,1,0.5,1.5,0,49,Candle,Everyday Things,10,12,3,12.87,8.73,1,8.73,4.37,no,0.2167,3.550,1.650
reason,compressed 50%,1,0.5,1.5,0,50,Drum,Everyday Things,14,22,6,7.44,7.00,0,7.00,3.50,no,0.8500,0.367,0.533
reason,compressed 50%,1,0.5,1.5,0,51,Camera,Everyday Things,14,26,6,6.75,6.58,0,6.67,3.33,no,0.8333,0.483,0.417
reason,compressed 50%,1,0.5,1.5,0,52,Lantern,Everyday Things,15,21,5,7.55,7.03,0,7.22,3.61,no,0.7667,0.550,0.600
reason,compressed 50%,1,0.5,1.5,0,53,Fish,Creatures,15,28,6,8.20,7.33,0,7.33,3.67,no,0.5333,2.467,0.733
reason,compressed 50%,1,0.5,1.5,0,54,Crab,Creatures,13,20,6,9.62,7.21,0,7.21,3.60,no,0.3833,1.883,1.667
reason,compressed 50%,1,0.5,1.5,0,55,Snail,Creatures,15,17,5,10.13,7.11,2,7.11,3.55,no,0.0833,5.233,2.967
reason,compressed 50%,1,0.5,1.5,0,56,Bird,Creatures,13,21,6,7.17,7.59,0,7.34,3.67,no,0.6833,0.850,0.950
reason,compressed 50%,1,0.5,1.5,0,57,Owl,Creatures,16,24,6,8.73,6.41,0,6.45,3.22,no,0.6500,0.867,0.983
reason,compressed 50%,1,0.5,1.5,0,58,Cat,Creatures,13,16,6,8.99,9.72,3,8.99,4.50,no,0.1667,7.400,3.133
reason,compressed 50%,1,0.5,1.5,0,59,Dog,Creatures,14,23,6,7.10,7.83,0,7.10,3.55,no,0.8167,0.600,0.667
reason,compressed 50%,1,0.5,1.5,0,60,Bunny,Creatures,17,27,7,7.24,7.00,0,7.00,3.50,no,0.7167,0.917,1.033
reason,compressed 50%,1,0.5,1.5,0,61,Frog,Creatures,12,16,6,8.75,6.89,2,7.45,3.73,yes,0.1333,6.767,2.867
reason,compressed 50%,1,0.5,1.5,0,62,Turtle,Creatures,15,23,6,7.75,8.55,0,7.75,3.88,no,0.4833,1.367,1.150
reason,compressed 50%,1,0.5,1.5,0,63,Whale,Creatures,17,25,5,8.16,7.00,0,7.00,3.50,no,0.8167,0.533,0.650
reason,compressed 50%,1,0.5,1.5,0,64,Bee,Creatures,16,25,6,7.24,7.52,0,7.52,3.76,no,0.1833,3.983,2.333
reason,compressed 50%,1,0.5,1.5,0,65,Ant,Creatures,8,14,6,6.40,6.98,0,6.40,3.20,no,0.7000,0.767,0.833
reason,compressed 50%,1,0.5,1.5,0,66,Spider,Creatures,16,18,6,11.82,7.54,4,7.54,3.77,yes,0.0167,7.100,4.233
reason,compressed 50%,1,0.5,1.5,0,67,Butterfly,Creatures,14,15,5,10.04,7.27,3,7.27,3.63,no,0.0000,9.350,3.933
reason,compressed 50%,1,0.5,1.5,0,68,Snake,Creatures,19,20,5,5.08,5.25,3,5.19,2.59,no,0.0000,16.067,8.450
reason,compressed 50%,1,0.5,1.5,0,69,Penguin,Creatures,17,21,7,7.30,6.59,2,6.59,3.30,no,0.1667,5.617,2.783
reason,compressed 50%,1,0.5,1.5,0,70,Fox,Creatures,15,17,5,6.70,7.20,3,6.70,3.35,no,0.0000,7.783,4.900
reason,compressed 50%,1,0.5,1.5,0,71,Lighthouse,Landmarks,19,26,6,5.86,5.73,0,5.73,2.87,no,0.0500,4.633,2.967
reason,compressed 50%,1,0.5,1.5,0,72,Windmill,Landmarks,15,17,5,7.15,6.31,3,6.31,3.15,no,0.0667,6.400,3.700
reason,compressed 50%,1,0.5,1.5,0,73,Sailboat,Landmarks,16,18,5,9.46,7.33,3,7.33,3.67,no,0.1000,5.883,3.500
reason,compressed 50%,1,0.5,1.5,0,74,Castle,Landmarks,18,20,7,6.19,6.53,5,6.53,3.26,yes,0.0333,11.550,6.617
reason,compressed 50%,1,0.5,1.5,0,75,Church,Landmarks,19,21,5,5.79,4.88,3,4.88,2.44,no,0.0000,12.983,8.750
reason,compressed 50%,1,0.5,1.5,0,76,Skyline,Landmarks,22,29,6,7.26,4.75,0,4.75,2.38,no,0.1167,5.283,5.133
reason,compressed 50%,1,0.5,1.5,0,77,Pyramid,Landmarks,19,24,4,11.21,6.47,0,6.47,3.23,no,0.0000,11.800,5.917
reason,compressed 50%,1,0.5,1.5,0,78,Fountain,Landmarks,23,26,7,7.95,5.34,4,5.89,2.94,no,0.0000,12.633,6.983
reason,compressed 50%,1,0.5,1.5,0,79,Aqueduct,Landmarks,23,28,7,8.64,5.64,0,5.64,2.82,no,0.2500,3.583,3.383
reason,compressed 50%,1,0.5,1.5,0,80,Cathedral,Landmarks,21,29,6,10.19,6.72,1,6.72,3.36,no,0.0500,6.817,3.750
reason,compressed 50%,1,0.5,1.5,0,81,Ferris,Landmarks,22,25,8,9.24,7.09,4,7.16,3.58,no,0.0333,16.667,8.600
reason,compressed 50%,1,0.5,1.5,0,82,Temple,Landmarks,24,38,8,6.18,5.23,0,5.83,2.92,no,0.1500,4.250,4.567
reason,compressed 50%,1,0.5,1.5,0,83,Observatory,Landmarks,22,26,6,8.88,5.97,2,5.97,2.99,no,0.0167,11.033,6.400
reason,compressed 50%,1,0.5,1.5,0,84,Garden,Landmarks,22,26,7,8.28,4.64,3,4.64,2.32,no,0.0333,14.433,7.683
reason,compressed 50%,1,0.5,1.5,0,85,Harbor,Landmarks,20,23,5,6.63,5.17,1,5.17,2.59,no,0.0000,14.517,7.767
reason,compressed 50%,1,0.5,1.5,0,86,Waterfall,Landmarks,24,33,7,8.51,5.77,0,5.77,2.88,no,0.0000,7.533,4.783
reason,compressed 50%,1,0.5,1.5,0,87,Trainyard,Landmarks,26,36,6,7.06,4.88,0,4.88,2.44,no,0.0167,6.400,6.700
reason,compressed 50%,1,0.5,1.5,0,88,Cityscape,Landmarks,26,38,6,7.28,4.97,0,5.06,2.53,no,0.0000,7.950,8.800
reason,compressed 50%,1,0.5,1.5,0,89,Cascade,Mastery,16,17,7,6.45,4.55,6,4.55,2.27,no,0.0000,10.167,7.017
reason,compressed 50%,1,0.5,1.5,0,90,Circuit,Mastery,22,23,6,8.12,5.72,4,5.72,2.86,no,0.0000,15.933,8.517
reason,compressed 50%,1,0.5,1.5,0,91,Loom,Mastery,27,33,6,7.57,5.27,0,5.27,2.63,no,0.0000,15.050,15.483
reason,compressed 50%,1,0.5,1.5,0,92,Lattice,Mastery,27,43,7,7.27,4.49,0,4.49,2.24,no,0.0000,12.733,13.183
reason,compressed 50%,1,0.5,1.5,0,93,Reactor,Mastery,28,40,8,4.12,4.36,0,4.36,2.18,no,0.0333,6.533,7.283
reason,compressed 50%,1,0.5,1.5,0,94,Palace,Mastery,27,28,7,4.80,4.80,6,4.80,2.40,no,0.0000,21.267,12.000
reason,compressed 50%,1,0.5,1.5,0,95,Carousel,Mastery,28,37,6,4.31,4.37,0,4.31,2.16,no,0.0167,10.183,8.850
reason,compressed 50%,1,0.5,1.5,0,96,Organ,Mastery,28,35,7,4.87,4.69,0,4.69,2.34,no,0.0167,13.050,9.083
reason,compressed 50%,1,0.5,1.5,0,97,Citadel,Mastery,29,31,8,4.74,4.68,6,4.68,2.34,no,0.0000,27.667,13.867
reason,compressed 50%,1,0.5,1.5,0,98,Colossus,Mastery,29,42,10,4.35,4.40,2,4.40,2.20,no,0.0167,9.950,8.367
reason,compressed 50%,1,0.5,1.5,0,99,Vault,Mastery,30,37,6,6.10,4.22,0,4.22,2.11,no,0.0000,12.150,12.633
reason,compressed 50%,1,0.5,1.5,0,100,Mandala,Mastery,30,37,6,5.73,3.99,0,3.99,2.00,no,0.0000,18.417,18.650
reason,typical eye + fumbles,2,0,1.5,0.02,1,Bar,First Steps,1,3,1,99.00,16.26,0,99.00,99.00,no,1.0000,0.000,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,2,Post,First Steps,1,3,1,99.00,13.70,0,99.00,99.00,no,1.0000,0.000,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,3,Beam,First Steps,1,4,1,99.00,15.95,0,99.00,99.00,no,1.0000,0.000,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,4,Tower,First Steps,2,5,1,99.00,12.54,0,25.09,25.09,no,0.9667,0.067,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,5,Rail,First Steps,2,6,1,99.00,9.75,0,19.51,19.51,no,0.9833,0.033,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,6,Spine,First Steps,2,7,1,99.00,8.58,0,8.58,8.58,no,1.0000,0.000,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,7,Domino,Two Strokes,2,6,2,15.79,13.62,0,21.87,21.87,no,0.9833,0.033,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,8,Rails,Two Strokes,2,8,2,19.14,13.99,0,22.67,22.67,no,0.9667,0.067,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,9,Corner,Two Strokes,3,7,2,11.41,9.42,0,9.42,9.42,no,0.9667,0.083,0.017
reason,typical eye + fumbles,2,0,1.5,0.02,10,Tee,Two Strokes,3,8,2,14.91,9.31,0,9.31,9.31,no,0.9833,0.033,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,11,Cross,Two Strokes,3,9,2,14.02,8.74,0,8.74,8.74,no,0.9500,0.100,0.017
reason,typical eye + fumbles,2,0,1.5,0.02,12,Ell,Two Strokes,3,9,2,10.30,9.97,0,16.71,16.71,no,0.9333,0.133,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,13,Track,Two Strokes,4,10,2,17.79,11.50,0,12.03,12.03,no,0.9167,0.167,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,14,Hurdle,Two Strokes,4,7,2,16.68,11.39,0,11.39,11.39,no,0.9333,0.133,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,15,Signpost,Two Strokes,4,9,2,12.86,8.52,0,8.52,8.52,no,0.9333,0.133,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,16,Anvil,Two Strokes,4,9,2,13.24,8.38,0,8.38,8.38,no,0.9000,0.217,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,17,Sword,Two Strokes,5,12,2,9.79,6.91,0,6.91,6.91,no,0.9167,0.250,0.083
reason,typical eye + fumbles,2,0,1.5,0.02,18,Hook,Two Strokes,5,9,2,13.81,11.38,0,11.38,11.38,no,0.9833,0.033,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,19,Goalpost,Crossings,5,11,3,11.91,7.87,0,7.88,7.88,no,0.9333,0.150,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,20,Table,Crossings,5,11,3,11.20,7.71,0,8.12,8.12,no,0.9000,0.233,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,21,Chair,Crossings,6,9,3,14.02,9.54,0,9.54,9.54,no,0.9333,0.183,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,22,Bed,Crossings,6,12,3,11.56,7.91,0,7.91,7.91,no,0.9000,0.267,0.067
reason,typical eye + fumbles,2,0,1.5,0.02,23,Frame,Crossings,6,14,4,12.58,8.31,0,15.06,15.06,no,0.9333,0.167,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,24,Hammer,Crossings,6,13,3,7.91,7.91,0,7.91,7.91,no,0.8500,0.383,0.050
reason,typical eye + fumbles,2,0,1.5,0.02,25,Key,Crossings,7,10,3,12.31,8.63,0,8.63,8.63,no,0.8500,0.400,0.033
reason,typical eye + fumbles,2,0,1.5,0.02,26,Lamp,Crossings,7,13,3,12.24,7.43,0,7.43,7.43,no,0.8833,0.267,0.050
reason,typical eye + fumbles,2,0,1.5,0.02,27,Fork,Crossings,7,14,4,12.23,8.37,0,8.37,8.37,no,0.8500,0.417,0.033
reason,typical eye + fumbles,2,0,1.5,0.02,28,Swing,Crossings,8,12,4,11.12,8.50,0,8.50,8.50,no,0.7667,0.833,0.117
reason,typical eye + fumbles,2,0,1.5,0.02,29,Window,Crossings,8,16,5,7.69,7.72,0,7.69,7.69,no,0.8667,0.433,0.033
reason,typical eye + fumbles,2,0,1.5,0.02,30,Ladder,Crossings,8,12,4,8.17,7.72,0,7.78,7.78,no,0.8500,0.483,0.017
reason,typical eye + fumbles,2,0,1.5,0.02,31,Flag,Crossings,8,14,3,14.77,9.10,0,9.10,9.10,no,0.8333,0.417,0.000
reason,typical eye + fumbles,2,0,1.5,0.02,32,Rake,Crossings,9,17,5,10.50,6.43,0,6.43,6.43,no,0.8333,0.600,0.083
reason,typical eye + fumbles,2,0,1.5,0.02,33,House,Everyday Things,9,24,5,5.98,4.58,0,4.58,4.58,no,0.7167,0.783,0.233
reason,typical eye + fumbles,2,0,1.5,0.02,34,Boat,Everyday Things,9,17,5,9.17,6.40,0,6.40,6.40,no,0.8167,0.467,0.050
reason,typical eye + fumbles,2,0,1.5,0.02,35,Tree,Everyday Things,9,19,4,7.87,7.56,0,7.56,7.56,no,0.8500,0.450,0.067
reason,typical eye + fumbles,2,0,1.5,0.02,36,Rocket,Everyday Things,10,14,4,9.27,7.15,2,7.15,7.15,yes,0.0667,3.900,2.383
reason,typical eye + fumbles,2,0,1.5,0.02,37,Bridge,Everyday Things,10,17,3,8.98,6.29,0,6.29,6.29,no,0.6667,0.967,0.333
reason,typical eye + fumbles,2,0,1.5,0.02,38,Train,Everyday Things,10,21,5,9.14,7.67,0,7.67,7.67,no,0.7667,0.750,0.033
reason,typical eye + fumbles,2,0,1.5,0.02,39,Truck,Everyday Things,10,16,4,14.85,8.05,0,8.05,8.05,no,0.8333,0.400,0.067
reason,typical eye + fumbles,2,0,1.5,0.02,40,Clock,Everyday Things,11,19,5,11.26,5.96,0,6.42,6.42,no,0.8000,0.683,0.100
reason,typical eye + fumbles,2,0,1.5,0.02,41,Bell,Everyday Things,9,13,4,7.14,7.49,1,7.49,7.49,no,0.5000,2.083,0.517
reason,typical eye + fumbles,2,0,1.5,0.02,42,Cup,Everyday Things,12,16,4,13.35,7.26,1,7.26,7.26,no,0.4833,2.050,0.450
reason,typical eye + fumbles,2,0,1.5,0.02,43,Bottle,Everyday Things,12,22,6,6.92,6.66,0,6.92,6.92,no,0.5667,1.617,0.250
reason,typical eye + fumbles,2,0,1.5,0.02,44,Envelope,Everyday Things,12,21,5,7.56,7.47,0,7.47,7.47,no,0.8000,0.500,0.050
reason,typical eye + fumbles,2,0,1.5,0.02,45,Book,Everyday Things,12,24,5,6.89,6.22,0,6.22,6.22,no,0.6667,1.517,0.367
reason,typical eye + fumbles,2,0,1.5,0.02,46,Pencil,Everyday Things,13,19,3,15.36,8.10,0,8.10,8.10,no,0.7167,0.717,0.100
reason,typical eye + fumbles,2,0,1.5,0.02,47,Anchor,Everyday Things,13,17,5,4.46,4.91,3,4.46,4.46,yes,0.1667,3.983,2.267
reason,typical eye + fumbles,2,0,1.5,0.02,48,Wrench,Everyday Things,13,16,5,6.84,7.08,0,6.94,6.94,no,0.3000,3.400,0.950
reason,typical eye + fumbles,2,0,1.5,0.02,49,Candle,Everyday Things,10,12,3,12.87,8.73,1,8.73,8.73,no,0.4500,2.483,0.750
reason,typical eye + fumbles,2,0,1.5,0.02,50,Drum,Everyday Things,14,22,6,7.44,7.00,0,7.00,7.00,no,0.7167,0.750,0.217
reason,typical eye + fumbles,2,0,1.5,0.02,51,Camera,Everyday Things,14,26,6,6.75,6.58,0,6.67,6.67,no,0.7000,0.950,0.183
reason,typical eye + fumbles,2,0,1.5,0.02,52,Lantern,Everyday Things,15,21,5,7.55,7.03,0,7.22,7.22,no,0.7000,0.967,0.150
reason,typical eye + fumbles,2,0,1.5,0.02,53,Fish,Creatures,15,28,6,8.20,7.33,0,7.33,7.33,no,0.5333,2.767,0.317
reason,typical eye + fumbles,2,0,1.5,0.02,54,Crab,Creatures,13,20,6,9.62,7.21,0,7.21,7.21,no,0.4000,2.233,0.700
reason,typical eye + fumbles,2,0,1.5,0.02,55,Snail,Creatures,15,17,5,10.13,7.11,2,7.11,7.11,no,0.1167,4.917,1.383
reason,typical eye + fumbles,2,0,1.5,0.02,56,Bird,Creatures,13,21,6,7.17,7.59,0,7.34,7.34,no,0.6667,1.400,0.517
reason,typical eye + fumbles,2,0,1.5,0.02,57,Owl,Creatures,16,24,6,8.73,6.41,0,6.45,6.45,no,0.7667,0.767,0.167
reason,typical eye + fumbles,2,0,1.5,0.02,58,Cat,Creatures,13,16,6,8.99,9.72,3,8.99,8.99,no,0.3167,4.517,1.133
reason,typical eye + fumbles,2,0,1.5,0.02,59,Dog,Creatures,14,23,6,7.10,7.83,0,7.10,7.10,no,0.7167,0.800,0.150
reason,typical eye + fumbles,2,0,1.5,0.02,60,Bunny,Creatures,17,27,7,7.24,7.00,0,7.00,7.00,no,0.7833,0.933,0.250
reason,typical eye + fumbles,2,0,1.5,0.02,61,Frog,Creatures,12,16,6,8.75,6.89,2,7.45,7.45,yes,0.0667,6.967,1.767
reason,typical eye + fumbles,2,0,1.5,0.02,62,Turtle,Creatures,15,23,6,7.75,8.55,0,7.75,7.75,no,0.4000,2.200,0.500
reason,typical eye + fumbles,2,0,1.5,0.02,63,Whale,Creatures,17,25,5,8.16,7.00,0,7.00,7.00,no,0.7000,0.750,0.233
reason,typical eye + fumbles,2,0,1.5,0.02,64,Bee,Creatures,16,25,6,7.24,7.52,0,7.52,7.52,no,0.2167,4.300,1.233
reason,typical eye + fumbles,2,0,1.5,0.02,65,Ant,Creatures,8,14,6,6.40,6.98,0,6.40,6.40,no,0.6667,0.850,0.583
reason,typical eye + fumbles,2,0,1.5,0.02,66,Spider,Creatures,16,18,6,11.82,7.54,4,7.54,7.54,yes,0.0500,7.350,2.767
reason,typical eye + fumbles,2,0,1.5,0.02,67,Butterfly,Creatures,14,15,5,10.04,7.27,3,7.27,7.27,no,0.0167,9.200,2.000
reason,typical eye + fumbles,2,0,1.5,0.02,68,Snake,Creatures,19,20,5,5.08,5.25,3,5.19,5.19,no,0.0000,15.533,4.950
reason,typical eye + fumbles,2,0,1.5,0.02,69,Penguin,Creatures,17,21,7,7.30,6.59,2,6.59,6.59,no,0.0833,6.417,1.633
reason,typical eye + fumbles,2,0,1.5,0.02,70,Fox,Creatures,15,17,5,6.70,7.20,3,6.70,6.70,no,0.0667,6.800,2.450
reason,typical eye + fumbles,2,0,1.5,0.02,71,Lighthouse,Landmarks,19,26,6,5.86,5.73,0,5.73,5.73,no,0.1667,4.300,1.167
reason,typical eye + fumbles,2,0,1.5,0.02,72,Windmill,Landmarks,15,17,5,7.15,6.31,3,6.31,6.31,no,0.1167,6.267,1.850
reason,typical eye + fumbles,2,0,1.5,0.02,73,Sailboat,Landmarks,16,18,5,9.46,7.33,3,7.33,7.33,no,0.0333,6.250,2.050
